产品类型,案例目录,案例编号（非必填）,测试概述,前置条件,测试数据,操作步骤名称（非必填）,操作步骤,预期结果,备注,设计人员,案例类型,优先级,设计日期,自动化状态,标签类型,一站式用例编号(非必填),测试功能,是否安全用例
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,A组合 HTIF2504 1657股 买入 限价6,1,用户输入下单指令：“A组合 HTIF2504 1657股 买入 限价6”,"机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","重复输入
确认撤单指令",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换撤单,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","重复输入
确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,撤单,3,用户引用上一条机器人消息输入撤单指令：“撤单”,"机器人返回：
订单号，提示用户已接收撤单指令，并提示用户下一步步骤","重复输入
确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认撤单,4,用户引用上一条机器人消息输入撤单指令：“确认撤单”,"机器人返回：
提示用户已接收撤单指令，请稍候。","重复输入
确认撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，重复输入确认撤单指令，机器人提示请勿重复操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认撤单,5,用户引用上一条机器人消息输入撤单指令：“确认撤单”,"机器人返回：
提示用户请勿重复操作","重复输入
确认撤单指令",,,,,,,,,
,,,验证： @机器人粘贴互换必填参数的图片，机器人能正常识别解析,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户发送图片并@机器人,"机器人返回（图中有2个交易对手，则拆为2单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
含必填参数",phq,正案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴互换必填参数的图片，机器人能正常识别解析,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息：“确认下单”,"机器人以拆单的方式解析返回：
订单号，提示用户已接收下单指令，等待交易员审核","图片下单
含必填参数",,,,,,,,,
,,,验证： @机器人粘贴互换必填参数的图片，机器人能正常识别解析,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,3,,"机器人提示：
交易员审核通过/不通过（结束）",,,,,,,,,,
,,,验证： @机器人粘贴互换必填参数的图片，机器人能正常识别解析,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,4,,"机器人返回交易中信息：
每一次的成交信息，直到终态（全部成交/部分成交）",,,,,,,,,,
机器人,,,验证： @机器人粘贴缺少价格类型参数的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人提示：
价格类型参数缺失，提供缺失参数示例，并引导用户补充","图片下单
缺参",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴缺少价格类型参数的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,限价10,2,用户引用上一条机器人消息：“市价”,"机器人返回（图中有2个交易对手，则拆为2单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
缺参",,,,,,,,,
机器人,,,验证： @机器人粘贴缺少委托方向参数的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人提示：
委托方向参数缺失，提供缺失参数示例，并引导用户补充","图片下单
缺参",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴缺少委托方向参数的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,买入,2,用户引用上一条机器人消息：“卖出”,"机器人返回（图中有2个交易对手，则拆为2单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
缺参",,,,,,,,,
机器人,,,验证： @机器人粘贴缺少标的参数的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人提示：
标的代码参数缺失，提供缺失参数示例，并引导用户补充","图片下单
缺参",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴缺少标的参数的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,000001.SZ,2,用户引用上一条机器人消息：“000001.SZ”,"机器人返回（图中有2个交易对手，则拆为2单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
缺参",,,,,,,,,
机器人,,,验证： @机器人粘贴缺少委托数量 OR <0 的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人提示：
委托数量参数缺失，提供缺失参数示例，并引导用户补充","图片下单
缺参",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴缺少委托数量 OR <0 的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,1200,2,用户引用上一条机器人消息：“2800”,"机器人返回（图中有2个交易对手，则拆为2单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
缺参",,,,,,,,,
机器人,,,验证： @机器人粘贴参数业务逻辑错误的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人提示：
参数错误（深港通仅支持限价），提供正确参数示例，并引导用户补充","图片下单
参数业务逻辑错误",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴参数业务逻辑错误的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,限价6,2,用户引用上一条机器人消息：“限价6”,"机器人返回（图中有2个交易对手，则拆为2单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
参数业务逻辑错误",,,,,,,,,
机器人,,,验证： @机器人粘贴数量总数不匹配的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人提示：
数量总数不匹配，提供正确参数示例，并引导用户补充","图片下单
数量总数不匹配",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴数量总数不匹配的图片，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,1100,2,用户引用上一条机器人消息：“1100”,"机器人返回（图中有2个交易对手，则拆为2单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
数量总数不匹配",,,,,,,,,
,,,验证： @机器人输入多个错误交易对手的互换下单指令，机器人能引导用户选择,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人：
提示J交易对手参数错误，并列出群内的交易对手，引导用户选择交易对手","互换下单
（多订单非群内交易对手）",phq,反案例,高,2025/11/7,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人输入多个错误交易对手的互换下单指令，机器人能引导用户选择,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,"1100A,1000A,100C/第一个A,第二个A,第三个C",2,"用户引用上一条机器人消息补全：“1100A,1000A,100C”","机器人返回（图中有3个交易对手，则拆为3单）：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","互换下单
（多订单非群内交易对手）",,,,,,,,,
机器人,,,验证： @机器人粘贴参数含空格的图片，机器人能正常识别。,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人以拆单的方式解析返回（正常显示交易对手名称的间距）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
交易对手名称空格",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴参数含空格的图片，机器人能正常识别。,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","图片下单
交易对手名称空格",,,,,,,,,
,,,验证： @机器人粘贴参数含空格的图片，机器人能正常识别。,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,3,,"机器人提示：
交易员审核通过/不通过（结束）",,,,,,,,,,
,,,验证： @机器人粘贴参数含空格的图片，机器人能正常识别。,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,4,,"机器人返回交易中信息：
每一次的成交信息，直到终态（全部成交/部分成交）",,,,,,,,,,
机器人,,,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,用户已登录微信，并加入机器人所在群聊且有业务权限。,,1,用户@机器人发送图片,"机器人以拆单的方式解析返回（图中有2个交易对手，则拆为2单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
参数顺序打乱",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,2,用户引用上一条机器人消息：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","图片下单
参数顺序打乱",,,,,,,,,
,,,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,用户已登录微信，并加入机器人所在群聊且有业务权限。,,3,,"机器人提示：
交易员审核通过/不通过（结束）",,,,,,,,,,
,,,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回交易中信息：
每一次的成交信息，直到终态（全部成交/部分成交）",,,,,,,,,,
机器人,,,验证： @机器人粘贴参数逻辑错误的图片，机器人能并提示用户。,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人提示：
参数值错误】
港股市价法：港股市价单只支持POV、TWAP、VWAP算法","图片下单
参数业务逻辑错误",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
机器人,,,验证： @机器人粘贴交易对手数量与下单总数不一致图片，机器人能提示用户。,用户已登录微信，并加入机器人所在群聊且有业务权限。,,1,用户@机器人发送图片,"机器人提示：
订单数量总和不匹配！引导用户检查各订单委托数量总和","图片下单
订单数量总和不匹配",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
机器人,,,验证： @机器人粘贴不含互换参数or模糊的图片，机器人能提示用户按照示例发送指令,用户已登录微信，并加入机器人所在群聊且有业务权限；图片填写的交易对手属于所在群聊。,,1,用户@机器人发送图片,"机器人提示：
抱歉，我未能识别出图片中的互换下单指令。
请确保您的图片内容包含以下参数：标的代码（或标的名称），方向，数量，价格类型","图片下单
不含互换下单参数",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,图片识别,
,,,验证： @机器人粘贴互换必填参数的excel文档，机器人能正常识别解析,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,互换下单指令（含必填参数）.xlsx,1,用户@机器人发送excel,"机器人返回（excel中有3行数据，则为3单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","excel下单
含必填参数",phq,正案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,excel识别,
,,,验证： @机器人粘贴互换必填参数的excel文档，机器人能正常识别解析,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","excel下单
含必填参数",,,,,,,,,
,,,验证： @机器人粘贴互换必填参数的excel文档，机器人能正常识别解析,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,,3,,"机器人提示：
交易员审核通过/不通过（结束）","excel下单
含必填参数",,,,,,,,,
,,,验证： @机器人粘贴互换必填参数的excel文档，机器人能正常识别解析,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,,4,,"机器人返回交易中信息：
每一次的成交信息，直到终态（全部成交/部分成交）","excel下单
含必填参数",,,,,,,,,
机器人,,,验证： @机器人粘贴缺少价格类型参数的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,互换下单指令（缺价格类型）.xlsx,1,用户@机器人发送excel,"机器人提示：
哪个订单的价格类型参数缺失，提供缺失参数示例，并引导用户补充","excel下单
缺参",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,excel识别,
,,,验证： @机器人粘贴缺少价格类型参数的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,限价10,2,用户引用上一条机器人消息：“市价”,"机器人返回（excel中有3行数据，则为3单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","excel下单
缺参",,,,,,,,,
机器人,,,验证： @机器人粘贴缺少委托方向参数的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,互换下单指令（缺方向）.xlsx,1,用户@机器人发送excel,"机器人提示：
哪个订单的委托方向参数缺失，提供缺失参数示例，并引导用户补充","excel下单
缺参",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,excel识别,
,,,验证： @机器人粘贴缺少委托方向参数的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,买入,2,用户引用上一条机器人消息：“卖出”,"机器人返回（excel中有3行数据，则为3单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","excel下单
缺参",,,,,,,,,
机器人,,,验证： @机器人粘贴缺少标的参数的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,互换下单指令（缺标的）.xlsx,1,用户@机器人发送excel,"机器人提示：
哪个订单的标的代码参数缺失，提供缺失参数示例，并引导用户补充","excel下单
缺参",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,excel识别,
,,,验证： @机器人粘贴缺少标的参数的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,000001.SZ,2,用户引用上一条机器人消息：“000001.SZ”,"机器人返回（excel中有3行数据，则为3单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","excel下单
缺参",,,,,,,,,
机器人,,,验证： @机器人粘贴缺少委托数量 OR <0 的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,互换下单指令（缺数量）.xlsx,1,用户@机器人发excel,"机器人提示：
哪个订单的委托数量参数缺失，提供缺失参数示例，并引导用户补充","excel下单
缺参",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,excel识别,
,,,验证： @机器人粘贴缺少委托数量 OR <0 的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,1200,2,用户引用上一条机器人消息：“2800”,"机器人返回（excel中有3行数据，则为3单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","excel下单
缺参",,,,,,,,,
机器人,,,验证： @机器人粘贴参数业务逻辑错误的excel，机器人能正常识别，并发起多轮对话要求补充,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,互换下单指令（参数业务逻辑错误）.xlsx,1,用户@机器人发送图片,"机器人提示：
参数错误（深港通仅支持限价），提供正确参数示例，并引导用户补充","图片下单
参数业务逻辑错误",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,excel识别,
机器人,,,验证： @机器人粘贴参数含空格的图片，机器人能正常识别。,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,互换下单指令（含必填参数）.xlsx,1,用户@机器人发送excel,"机器人返回（excel中有3行数据，则为3单）：
互换订单信息，包含：标的、方向、数量、价格类型、算法、时间、交易对手等，并提示用户下一步步骤","图片下单
交易对手名称空格",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,excel识别,
,,,验证： @机器人粘贴参数含空格的图片，机器人能正常识别。,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","图片下单
交易对手名称空格",,,,,,,,,
,,,验证： @机器人粘贴参数含空格的图片，机器人能正常识别。,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,,3,,"机器人提示：
交易员审核通过/不通过（结束）",,,,,,,,,,
,,,验证： @机器人粘贴参数含空格的图片，机器人能正常识别。,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,,4,,"机器人返回交易中信息：
每一次的成交信息，直到终态（全部成交/部分成交）",,,,,,,,,,
机器人,,,验证： @机器人粘贴不含互换参数or模糊的excel，机器人能提示用户按照示例发送指令,用户已登录微信，并加入机器人所在群聊且有业务权限；excel填写的交易对手属于所在群聊。,互换下单指令（不含任何参数）.xlsx,1,用户@机器人发送excel,"机器人提示：
抱歉，我未能识别出图片中的互换下单指令。
请确保您的图片内容包含以下参数：标的代码（或标的名称），方向，数量，价格类型","图片下单
不含互换下单参数",phq,反案例,高,2025/10/13,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,excel识别,
机器人,,,验证： @机器人并引用待审核消息，输入改单指令，机器人提示用户无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A股000560.SZ 限价10买入 100股 11125测试短名,1,"用户在微信群中输入下单指令：“A股000560.SZ 限价10买入 100股 11125测试短名
”","机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","审核中撤单
",phq,正案例,高,2025/11/20,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换改单,
机器人,,,验证： @机器人并引用待审核消息，输入改单指令，机器人提示用户无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","审核中撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用待审核消息，输入改单指令，机器人提示用户无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,"改 限价6.3/120股/pov25
",4,用户引用上一条机器人消息输入撤单指令：“改 限价6.3”,"机器人返回：
改后的订单信息，并提示用户下一步步骤","审核中撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用待审核消息，输入改单指令，机器人提示用户无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认改单,5,用户引用上一条机器人消息输入改单指令：“确认改单”,"机器人提示：
请求改单失败：订单未下单，无法改单","审核中撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入改单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A股000560.SZ 限价10买入 100股 11125测试短名,1,"用户在微信群中输入下单指令：“A股000560.SZ 限价10买入 100股 11125测试短名
”","机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","交易中改单
",phq,正案例,高,2025/11/20,待自动化,开发自测,,互换改单,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入改单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","交易中改单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入改单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,,3,,"机器人提示：
交易员审核通过，订单交易中。。","交易中改单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入改单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,"改 限价6.3/120股/pov25
",4,用户引用上一条机器人消息输入改单指令：“改限价6.3”,"机器人返回改单后的订单：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","交易中改单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入改单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认改单,5,用户引用上一条机器人消息输入下单指令：“确认改单”,"机器人返回：
新订单号，提示用户已接收下单指令，等待交易员审核","交易中改单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入改单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,,6,,"机器人提示：
交易员审核通过/不通过（结束）","交易中改单
",,,,,,,,,
,,,验证： @机器人并引用正在交易中的订单消息，输入改单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,,7,,"机器人返回交易中信息：
每一次的成交信息，直到终态（全部成交/部分成交）",,,,,,,,,,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入改单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A股000560.SZ 限价10买入 100股 11125测试短名,1,"用户在微信群中输入下单指令：“A股000560.SZ 限价10买入 100股 11125测试短名
”","机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","已完全成交改单
",phq,反案例,高,2025/11/20,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换改单,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入改单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","已完全成交改单
",,,,,,,,,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入改单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,,3,,"机器人返回：
交易员审核通过，交易中信息","已完全成交改单
",,,,,,,,,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入改单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,,4,,"机器人返回：
订单已完全成交","已完全成交改单
",,,,,,,,,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入改单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,改 限价6.3/120股/pov25,5,用户引用上一条机器人消息输入改单指令：“改限价6.3”,"机器人提示：
用户订单已成交，不支持改单","已完全成交改单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入业务逻辑不匹配的改单指令，机器人提示用户,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,A股000560.SZ 限价10买入 100股 11125测试短名,1,"用户在微信群中输入下单指令：“A股000560.SZ 限价10买入 100股 11125测试短名
”","机器人返回：
互换订单参数信息，包含：标的、方向、数量、价格类型、算法、时间等，并提示用户下一步步骤","业务逻辑不匹配
改单
",phq,反案例,高,2025/11/20,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,互换改单,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入业务逻辑不匹配的改单指令，机器人提示用户,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,确认下单,2,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","业务逻辑不匹配
改单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入业务逻辑不匹配的改单指令，机器人提示用户,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,,3,,"机器人返回：
交易员审核通过，交易中信息","业务逻辑不匹配
改单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入业务逻辑不匹配的改单指令，机器人提示用户,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,,4,,"机器人返回：
订单已完全成交","业务逻辑不匹配
改单
",,,,,,,,,
机器人,,,验证： @机器人并引用正在交易中的订单消息，输入业务逻辑不匹配的改单指令，机器人提示用户,用户已登录微信，并加入机器人所在群聊且有业务权限；填写的交易对手属于所在群聊。,改 市价,5,用户引用上一条机器人消息输入改单指令：“改市价”,"机器人提示：
参数错误，A股只支持限价单","业务逻辑不匹配
改单
",,,,,,,,,
