产品类型,案例目录,案例编号（非必填）,测试概述,前置条件,测试数据,操作步骤名称（非必填）,操作步骤,预期结果,备注,设计人员,案例类型,优先级,设计日期,自动化状态,标签类型,一站式用例编号(非必填),测试功能,是否安全用例
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且准确的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1/2/3M，80/100,1,用户在微信群中输入询价指令：“600519.SH，欧式看涨，1/2/3M，80/100”,"机器人返回:
贵州茅台欧式看涨期权（期限1M/2M/3M，执行价格80/100%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","多询价到下任一单
（指令完整且准确）",phq,正案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且准确的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单，订单号,2,用户引用报价结果输入下单指令：“200万，市价下单，Q-0909-002354”,"机器人返回：
贵州茅台欧式看涨期权（Q-0909-002354）的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","多询价到下任一单
（指令完整且准确）",,,,,,,,,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且准确的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","多询价到下任一单
（指令完整且准确）",,,,,,,,,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且准确的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功","多询价到下任一单
（指令完整且准确）",,,,,,,,,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且有干扰性的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80/100,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","多询价到下任一单
（指令完整且有干扰性）",phq,正案例,高,2025/9/9,待自动化,"开发自测,
业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且有干扰性的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,第一单，本金200万，现在就按市价买入,2,用户引用报价结果输入下单指令：“本金200万，现在就按市价买入”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","多询价到下任一单
（指令完整且有干扰性）",,,,,,,,,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且有干扰性的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","多询价到下任一单
（指令完整且有干扰性）",,,,,,,,,
机器人,,,验证： @机器人并引用返回的多参询价结果，输入完整且有干扰性的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功","多询价到下任一单
（指令完整且有干扰性）",,,,,,,,,
机器人,,,验证： @机器人并引用返回的多标询价结果，输入完整且准确的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,002597，002074，002690，603308，603198，欧式看涨，3M，100,1,用户在微信群中输入询价指令：“002597，002074，002690，603308，603198，欧式看涨，3M，100”,"机器人返回:
002597，002074，002690，603308，603198欧式看涨期权的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",多询价到下全部单,phq,正案例,中,2025/9/9,待自动化,"开发自测,
业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用返回的多标询价结果，输入完整且准确的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
002597，002074，002690，603308，603198欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",多询价到下全部单,,,,,,,,,
机器人,,,验证： @机器人并引用返回的多标询价结果，输入完整且准确的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核",多询价到下全部单,,,,,,,,,
机器人,,,验证： @机器人并引用返回的多标询价结果，输入完整且准确的下单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功",多询价到下全部单,,,,,,,,,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正订单指令，机器人能正确识别意图,"机器人识别错误。
用户已登录微信，并加入机器人所在群聊且有业务权限。",002597，002074，002690，603308，603198，欧式看涨，3M，100,1,用户在微信群中输入询价指令：“002597，002074，002690，603308，603198，欧式看涨，3M，100”,"机器人返回:
002597，002074，002690，603308，603198欧式看涨期权的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",修正订单,phq,正案例,中,2025/9/9,待自动化,"开发自测,
业务验收,集成测试",,期权下单,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正订单指令，机器人能正确识别意图,"机器人识别错误。
用户已登录微信，并加入机器人所在群聊且有业务权限。",200万，市价下单，002597,2,用户引用报价结果输入下单指令：“200万，市价下单，002597”,"机器人返回：
不是002597欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",修正订单,,,,,,,,,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正订单指令，机器人能正确识别意图,"机器人识别错误。
用户已登录微信，并加入机器人所在群聊且有业务权限。",我要下的是 002597 这一单,3,用户引用上一条机器人消息输入下单指令：“我要下的是 002597 这一单”,"机器人返回：
002597欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",修正订单,,,,,,,,,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正订单指令，机器人能正确识别意图,"机器人识别错误。
用户已登录微信，并加入机器人所在群聊且有业务权限。",确认下单,4,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核",修正订单,,,,,,,,,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正订单指令，机器人能正确识别意图,"机器人识别错误。
用户已登录微信，并加入机器人所在群聊且有业务权限。",,5,,"机器人返回：
订单号，提示用户下单成功",修正订单,,,,,,,,,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正建仓指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",修改建仓指令,phq,正案例,中,2025/9/9,待自动化,"开发自测,
业务验收,集成测试",,期权下单,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正建仓指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令（市价下单），并提示用户下一步步骤",修改建仓指令,,,,,,,,,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正建仓指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,改为 限价6.3,3,用户引用上一条机器人消息输入下单指令：“改为 限价6.3”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令（限价6.3），并提示用户下一步步骤",修改建仓指令,,,,,,,,,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正建仓指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,4,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核",修改建仓指令,,,,,,,,,
机器人,,,验证：下单后， @机器人并引用含订单号的信息，输入修正建仓指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,,5,,"机器人返回：
订单号，提示用户下单成功",修改建仓指令,,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息输入非确认下单指令，机器人不会执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",非确认下单指令,phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用上一条消息输入非确认下单指令，机器人不会执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",非确认下单指令,,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息输入非确认下单指令，机器人不会执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,123456789,3,用户引用上一条机器人消息输入下单指令：“123456789”,机器人不执行下单操作，并提示用户回复正确的关键词【确认下单】。,非确认下单指令,,,,,,,,,
机器人,,,验证： @机器人不引用输入确认下单指令，机器人提示用户确认下单需提供单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","不引用直接输入
确认下单指令",phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人不引用输入确认下单指令，机器人提示用户确认下单需提供单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","不引用直接输入
确认下单指令",,,,,,,,,
机器人,,,验证： @机器人不引用输入确认下单指令，机器人提示用户确认下单需提供单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户直接输入下单指令：“确认下单”,"机器人返回：
确认下单需提供单号","不引用直接输入
确认下单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人能够正确识别,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",干扰性确认下单指令,phq,正案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人能够正确识别,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",干扰性确认下单指令,,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人能够正确识别,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单，麻烦快一点,3,用户引用上一条机器人消息输入下单指令：“确认下单，麻烦快一点”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核",干扰性确认下单指令,,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人不执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",非指定关键词的确认下单指令,phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人不执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",非指定关键词的确认下单指令,,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人不执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,好的可以,3,用户引用上一条机器人消息输入下单指令：“好的可以”,机器人不执行下单操作，并提示用户回复正确的关键词【确认下单】。,非指定关键词的确认下单指令,,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人不执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。",否定确认下单指令,phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权下单,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人不执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤",否定确认下单指令,,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息输入干扰性确认下单指令，机器人不执行下单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,不要确认下单,3,用户引用上一条机器人消息输入下单指令：“不要确认下单”,机器人提示该订单已取消。,否定确认下单指令,,,,,,,,,
机器人,,,验证： @机器人并引用待交易员审核订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","订单待审核撤单
",phq,反案例,高,2025/9/9,待自动化,开发自测,,期权撤单,
机器人,,,验证： @机器人并引用待交易员审核订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","订单待审核撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用待交易员审核订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","订单待审核撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用待交易员审核订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,撤单,5,用户引用上一条机器人消息输入撤单指令：“撤单”,"机器人返回：
订单号，提示用户已接收撤单指令，并提示用户下一步步骤","订单待审核撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","已审核但未完全成交撤单
",phq,正案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","已审核但未完全成交撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","已审核但未完全成交撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,撤单,4,用户引用上一条机器人消息输入撤单指令：“撤单”,"机器人返回：
订单号，提示用户已接收撤单指令，并提示用户下一步步骤","已审核但未完全成交撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认撤单,5,用户引用上一条机器人消息输入撤单指令：“确认撤单”,"机器人返回：
订单号，提示用户已接收确认撤单指令，等请稍候
最后返回：
订单{{订单号}}撤单成功/失败","已审核但未完全成交撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入撤单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","已完全成交撤单
",phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入撤单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","已完全成交撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入撤单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","已完全成交撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入撤单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,,4,,"机器人返回：
订单号，提示用户下单成功","已完全成交撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已完全成交订单消息，输入撤单指令，机器人能提示无法撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,撤单,5,用户引用上一条机器人消息输入撤单指令：“撤单”,"机器人提示：
用户订单已成交，不支持撤单","已完全成交撤单
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入非撤单指令，机器人不执行撤单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","非撤单指令
",phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入非撤单指令，机器人不执行撤单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","非撤单指令
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入非撤单指令，机器人不执行撤单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","非撤单指令
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入非撤单指令，机器人不执行撤单操作,用户已登录微信，并加入机器人所在群聊且有业务权限。,123,4,用户引用上一条机器人消息输入撤单指令：“123”,机器人不执行任何操作，并提示用户模板来询价,"非撤单指令
",,,,,,,,,
机器人,,,验证： @机器人且没有引用消息，输入撤单指令，机器人提示用户输入订单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","不引用直接输入
撤单指令
",phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
机器人,,,验证： @机器人且没有引用消息，输入撤单指令，机器人提示用户输入订单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","不引用直接输入
撤单指令
",,,,,,,,,
机器人,,,验证： @机器人且没有引用消息，输入撤单指令，机器人提示用户输入订单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","不引用直接输入
撤单指令
",,,,,,,,,
机器人,,,验证： @机器人且没有引用消息，输入撤单指令，机器人提示用户输入订单号,用户已登录微信，并加入机器人所在群聊且有业务权限。,撤单,4,用户直接输入撤单指令：“撤单”,"机器人返回：
订单号，提示用户已接收撤单指令，并提示用户下一步步骤","不引用直接输入
撤单指令
",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","
干扰性撤单指令",phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","
干扰性撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","
干扰性撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,我要撤单撤单，麻烦快一点/麻烦全部撤单,4,用户直接输入撤单指令：“我要撤单撤单，麻烦快一点”,"机器人返回：
订单号，提示用户已接收撤单指令，并提示用户下一步步骤","
干扰性撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","
多类型口语化撤单指令",phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,200万，市价下单,2,用户引用报价结果输入下单指令：“200万，市价下单”,"机器人返回：
贵州茅台欧式看涨期权的实时报价信息、名义本金和建仓指令，并提示用户下一步步骤","
多类型口语化撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,确认下单,3,用户引用上一条机器人消息输入下单指令：“确认下单”,"机器人返回：
订单号，提示用户已接收下单指令，等待交易员审核","
多类型口语化撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用已审核但未完全成交订单消息，输入干扰性撤单指令，机器人能正确识别意图,用户已登录微信，并加入机器人所在群聊且有业务权限。,撤销/撤回/取消下单/可以撤单吗/刚刚那单弄错了，不要了,4,用户引用上一条机器人消息输入撤单指令：“撤销”,"机器人返回：
订单号，提示用户已接收撤单指令，并提示用户下一步步骤","
多类型口语化撤单指令",,,,,,,,,
机器人,,,验证： @机器人并引用上一条消息，输入非指定关键词的确认撤单指令，机器人不执行确认撤单,用户已登录微信，并加入机器人所在群聊且有业务权限。,600519.SH，欧式看涨，1M，80%,1,"用户在微信群中输入询价指令：“600519.SH，欧式看涨,1M,80%”","机器人返回:
贵州茅台欧式看涨期权（期限1M，执行价格80%）的实时报价信息，包含：标的代码、标的名称、期限、期权类型、执行价格%、交易方向、期权费率、名义本金规模（待补充）、建仓指令（待补充）。","
非指定关键词的确认撤单指令",phq,反案例,高,2025/9/9,待自动化,"开发自测,
冒烟测试,
业务验收,集成测试",,期权撤单,
